# 【geoguessr】日本マップNMで使える知識を300個以上紹介します！

[00:00:30] かわいいチャージャーとか食べたことないから
[02:53:32] たまに 全部ある全部
[02:53:35] アルファベット表記ローマ字表記のが よくありますけれど
[02:53:40] ここは漢字と ローマ字表記
[02:53:44] ここに市町村名が書いてある ここに長野県って感じがしますこの正式のスタイル
[02:53:52] 長野県ダイヤいきます長野県のダイヤはどこに行ったここか 長野県のまずよく見るダイヤが普通の大きさのやつです
[02:54:03] あ普通の失礼しました 細くて切れ目がないダイヤこれ初めて出ましたね
[02:54:09] これ初登場のダイヤなんですが細くて切れ目がない このダイヤを使っているのは長野県と
[02:54:19] 山口県と愛知県と
[02:54:24] かー 五島県とかですかねまぁチューブ電力だと愛知県も多分細いダイヤだったとは思うん
[02:54:32] まあ細いダイヤ使っています 通常よりも細いのが分かりますかね
[02:54:41] してもう一個実はダイヤがありまして それがこれですね山梨県と同じやつです
[02:54:48] 時計周りに4分割されてて細いやつです まあ長野県はとにかく細いダイヤしかないかなって思います
[02:54:55] 山梨県と同じダイヤなので注意が必要です 電力がチューブ電力ですね長野県は
[02:55:04] 長野県の特徴的なマンホール長野市のマンホール紹介します 長野市のマンホールは
[02:55:11] こういう周りにリンゴが大量に並んでます これが長野市のマンホールですね
[02:55:18] 周りのリンゴがかなり特徴的で真ん中に何があるのかは知らないんですが 周りのリンゴのように見えるやつ
[02:55:27] が長野市の特徴的なマンホールとなります
[02:55:38] と言うことって
[02:55:42] はい
[02:55:45] 続いて長野県の景色を紹介します長野県の景色は まあまず皆さんご存知軽井沢
[02:55:52] 軽井沢の景色はこんな感じです別荘って感じですね 一軒一軒が独立してて
[02:55:59] こういうなんでしょうね木が 生い茂っていてこういうのよく書いてますね
[02:56:05] なんとか通りとか こういうなんかめっちゃ別荘地っていう雰囲気を感じ取ってもらえるといいかなと思うん
[02:56:12] ですがただまぁ軽井沢に限った話じゃなくて まあ別荘地いくつかありますね
[02:56:20] うーんこのてなすとかもありますよ あるんですけど
[02:56:28] いくつかありますけどまあ 長野県ならやっぱり軽井沢をパッと思いか
[02:56:35] といいかな チューブ電力だと軽井沢やっぱり
[02:56:39] 一番 メジャーな場所かなと思います
[02:56:43] はい
[02:56:46] というのが軽井沢です もう一つこの長野県の
[02:56:52] 柵市よりも南のエリア 郊見町とかこのあたりにあるんですけどこのあたりのエリアの特徴としては
[02:56:59] こんな感じですねこちらもキャベツとか育てているのでまあ群馬県北っぽい景色なんですが チューブ電力
[02:57:07] で山がめっちゃ高いですね標高が高そう 高いんですがもともと
[02:57:13] 1000メートルぐらいあるんで こういう山が高いところでキャベツでチューブ電力となれば
[02:57:21] このエリアしかないですね まあ似た景色が群馬県のこの手にもありましたが
[02:57:29] まあこういう感じが このあたりの景色です
[02:57:33] ということで長野県の市街局版は全域で026なんですが広いので さらに細かく言っておくと長野市の周辺が026-2または4
[02:57:46] で松本市が026-3ですね なのでまぁ026-のってなってる時点で長野市周辺に確定するかなと思います
[02:57:58] 松本は4桁目が3です 基本この2つの都市がやっぱ主要な都市になってくるので
[02:58:06] そのあたりは覚えておいたほうがいいかなと思います
[02:58:10] ということで長野県でした
[02:58:17] 静岡県 静岡県の標識ができます
[02:58:23] はいこれは知っている方も多いかもしれませんが静岡県の標識は こういう
[02:58:29] なんか黄色っぽい白っぽいシールが丸いシールですね大量に貼ってます これ貼られている場所はなんかポールだけじゃなくてなんか普通に標識とかにも
[02:58:42] 貼られてたりするんですがもうこれもそうですね 至るところに貼られてますこの
[02:58:50] テープ シール
[02:58:52] これが静岡県の 一番特徴的な景色ですね
[02:58:57] というか景色標識ですね 静岡県ダイヤここでも初登場のダイヤがあります
[02:59:05] 静岡県のダイヤはこれはムキとかどっちでもいいんですけど細いダイヤでかつ 2つとも大きさが違いますね
[02:59:15] 2つに分かれてるんですが
[02:59:19] まあこれ正しく見る場合はこっちからになるんですけれども 右回り時計回りにこうあってこことここに切れ目
[02:59:29] 同じ大きさじゃなくて違う大きさの区が2つ組み合わさっています こっちとこっちの
[02:59:37] 2つの区が
[02:59:41] 組み合わさっている これに似たダイヤが香川県にあるんですが香川県は普通の大きさのダイヤなので
[02:59:47] 細いかどうかで静岡か香川か見分けることができます これは静岡県限定のダイヤになります
[02:59:58] 静岡県の景色
[03:00:00] はいもう言うまではないですが 富士山ですね
[03:00:06] まあ言うまでもなく 静岡といえば富士山が見えるでしょうって感じで
[03:00:11] 富士山の角度で
[03:00:15] かなり絞ることができますね
[03:00:19] そして静岡といえばもう一つありますね お茶があります
[03:00:25] ご覧のようにお茶がもう無限に広がっています お茶の特徴としてはこういうファンがある
[03:00:35] やつですね で静岡県でお茶があるのはどのエリアかっていうとこのあたり
[03:00:40] 菊川市とか牧野原市とかあるんですがこのエリア とかこの森町とかあるんですけどだいたいこのエリアがよく出てきますね
[03:00:49] お茶の場合 静岡県のお茶あるとだいたい
[03:00:54] このエリア浜松と静岡の中間あたり にあります
[03:01:00] なのでこれが静岡県の典型的な景色となります 静岡県以上で
[03:01:09] 市街極版を紹介していきます市街極版なんですが浜松市の周辺こっちの方 架け川までですかね
[03:01:18] このここまでは053ですが 愛知県の一部とも共有してますが053です
[03:01:28] 静岡市の周辺 から富士市とか藤宮市までこのエリアが054ですね
[03:01:38] で先ほど紹介しましたがこの富士市よりも東側御殿場市とか 伊豆市とかこっちのエリアは055になります
[03:01:49] 053054055って感じに移り変わっていきますこれが 静岡県の特徴でした
[03:02:00] じゃあ次は岐阜県に行きます
[03:02:05] 岐阜県は標識から特徴がありますね
[03:02:14] 岐阜県の標識は 黄色のテープが2本
[03:02:18] あってさらにここに花が咲いてます 黄色2本プラス花の組み合わせ
[03:02:25] これが岐阜県固有ですね これに似ているので言うと大分県にもあるんですが大分県は花がありません
[03:02:35] ね なので
[03:02:37] まあこのこの柄見たら 岐阜県確定できます
[03:02:45] 岐阜県ダイヤ 岐阜県のダイヤは
[03:02:49] 先ほど群馬県千葉県と同じく 時計回りに4分割されててそれぞれ同じ長さ
[03:02:58] ですね
[03:03:01] 群馬県と千葉県と同じ奴で太さは普通の大きさ 細いやつもあったかな
[03:03:08] 普通の太さですね
[03:03:11] っていうのがまあ岐阜県ダイヤですが普通のも あったかと思いますけど
[03:03:16] 岐阜県止まれがめちゃくちゃ特徴的です 岐阜県の止まれはまず頭の時点で縦棒が右に
[03:03:25] 寄ってますね中心より で間が
[03:03:29] なんていうかめちゃくちゃ丸いですね めちゃくちゃ丸い
[03:03:34] 間がめちゃくちゃ丸い でもなんかめっちゃ尖ってるんですよこの
[03:03:40] 2画目がすっとがってすって下がる感じ ここですね大事なここの分
[03:03:46] レノス 2画目の分がめっちゃ尖ってる
[03:03:52] でこの最後の部分もこう するって言ったり降りて感じ
[03:03:58] 急激に降りるんじゃなくてなんか 滑らかに終わってるという感じですか
[03:04:04] この形 は岐阜県にしかない止まれなので
[03:04:11] これはかなり特徴的な形ではありますね
[03:04:17] で岐阜県の景色紹介していきますと これですね岐阜県の景色は
[03:04:25] こんな感じです山が ずっと同じ高さで連なってますね
[03:04:32] ずっと同じ高さなんか途中で出っ張ってる 山とかなくずっと同じっていう
[03:04:39] こういう山があるのはまあ岐阜県とか ぐらいですかね
[03:04:44] そんなにないですねでここ以外は北にも 山あるんですけど
[03:04:50] 南とかはめちゃくちゃ平 全体的にこのあたりは平なんですが急に
[03:04:56] 山が現れてずっと同じ高さ これが岐阜県の
[03:05:01] 中でもこのエリア養老 海図
[03:05:06] 大垣こっちの方に見えるこの山ですね このあたりが見えています
[03:05:12] というのが この岐阜県のこの平なエリアの特徴になります
[03:05:24] ということで えっと岐阜県は
[03:05:31] 以上かな 以上な気がします
[03:05:36] あ!で岐阜県 どうしようかな
[03:05:40] 岐阜県の注意点だけとか 岐阜県 まあ有名なのが白川郷ですね
[03:05:46] 白川郷があるのは白川村なんですけれども 実は岐阜県
[03:05:51] おーいいこと言いますね いいこと言いますね
[03:06:00] 確かに その
[03:06:03] 岐阜の霊は霊の霊だと思っていいということです 素晴らしい良いこと言いますね
[03:06:11] 白川郷があるのは白川村なんですけど 岐阜県にはこっちの方に白川町があります
[03:06:19] 白川町があります ここは白川郷の白川じゃないです
[03:06:24] で東白川村は白川町の東にあるので 白川村の東に東白川村があるわけではございません
[03:06:35] 白川郷がある白川村はここなんですが 白川町はここにあって東白川村は白川町の東にあります
[03:06:44] 白川村の東に東白川村があるわけじゃないという まあ注意点ですね
[03:06:51] はい白川郷があるのはこっちです
[03:06:57] で岐阜県の市街局番は岐阜市とか 周辺岐阜県の南部のこの辺りかな
[03:07:05] この辺りより西側こっちのエリアは058で
[03:07:12] こっちより東側関市とか美濃鴨市 水波市中津川市で高山市東などを含めて
[03:07:21] 057ですね 057こっちのエリアは057です
[03:07:29] というのが 岐阜県の全体的な
[03:07:34] 部分でした はいまあ岐阜県は以上でいいかな
[03:07:41] ここで続いては 愛知県いきます
[03:07:49] 愛知県は まず標識チェックしますと
[03:07:55] 愛知県の標識はですね根本が黄色いです まあ全部じゃないですけど黄色いことがあります
[03:08:05] っていうのが愛知県の特徴でこれに似た標識が実は徳島県にあります 徳島県は根本じゃなくて中間部分が黄色く塗られてますね
[03:08:16] なので根本が黄色かったら愛知 ですかね
[03:08:21] と思います まあこれはそこまで多くない標識ですねこの標識
[03:08:27] タイプは
[03:08:29] で愛知県の止まれ紹介します 愛知県の止まれはちょっと形が変わっていて先ほど紹介したんですけど
[03:08:37] 福島県の止まれとそっくりでございます ままの縦線が中心より右にずれていて丸っこい形しています
[03:08:48] ででも右肩が出っ張ってる 感じ
[03:08:55] この形ですねまあ福島県とほぼほぼ同じです
[03:09:01] 普通の止まれもありますけど こういう止まれがあるのは愛知県ということで
[03:09:10] で愛知県名古屋市の当て方いきます名古屋市の当て方は マンホールを見ると良くてアメンボですね
[03:09:20] アメンボが水を 波を立てている感じのマンホールになっていますこれアメンボがいて水がこう
[03:09:28] 波が立っている感じ これが名古屋市のマンホールです
[03:09:39] はい
[03:09:42] 名古屋市一般的には こういう灰色のシールが貼ってあることがあります標識に
[03:09:50] なんですけどまあ薄れているのであれなんですけどチューブ電力で なんかよくわから灰色のテープみたいなのがあったら結構愛知県ぽいかな
[03:10:00] っていうふうに自分は思います
[03:10:06] ここは載ってないけど こういうやつこういうやつこういう灰色のやつ
[03:10:13] わかりにくいですけど こういう灰色のやつがあったら結構愛知県ぽいなって思いますね
[03:10:21] なんですが100%じゃないと思います で名古屋市の当て方もう一つあって街灯が特徴があります
[03:10:29] こういう緑の街灯ですねおそらくチューブ電力で緑の街灯っていうのは名古屋市 しかないんじゃないかなって思います
[03:10:40] まあここには空とか書いてあったりしますけど これが名古屋市の
[03:10:48] 街灯ですね
[03:10:54] でさらに名古屋愛知県特徴的な景色これは絶対覚えてほしいという景色があります それが
[03:11:02] これですねえっと愛知県の南部の 田原市があるところなんですけど田原市の特徴的な系典型的な景色がこれですね
[03:11:12] 何が特徴かというと無限ビニールハウス もうビニールハウスを1234でも数えてたら日が暮れるぐらい
[03:11:20] ビニールハウスが大量にあります チューブ電力で
[03:11:25] ここまでビニールハウスがあるエリアっていうのは 愛知県の
[03:11:30] このエリアまああとこのエリアとかにもあったりしますけど特に田原市とかが多い ですね
[03:11:36] あと他の地域で言うと熊本県とかにもあるんですけど まあ電柱が違うってことで
[03:11:43] 無限ビニールハウスっていうだけで この田原市のあたりに行きたくなりますね
[03:11:51] もうずっと向こうまでビニールハウスが続いてますね これがめちゃくちゃこの辺りっぽい感じがしますね
[03:12:01] で定義区 ですねこのこの感じをね覚えていただけたらと思います
[03:12:08] 愛知県は以上ですで市街局版は 名古屋市周辺が
[03:12:15] 052ですね 田原ですよねあれ完全に
[03:12:20] うん名古屋周辺052 で先ほど言ったようにこっちの豊橋とかの方が053
[03:12:28] になってますこのエリア田原も053です で056
[03:12:37] を説明するのは難しいので058がですね一部岐阜県から染み出ています 市宮市とかのあたりこのあたりが一部058が染み出ているエリアです
[03:12:49] で残りの部分が056っていうこの 雅見市とか
[03:12:55] 豊田市岡崎市半田市 千田半島の方とか
[03:13:02] あとは鹿須貝市とか056がもうそこら中に散らばっているって感じですね なのでまぁちょっと市街局版が複雑になってきているエリアですね
[03:13:16] というのが愛知県の特徴でした では続いて中部電力の
[03:13:22] 西の果て三重県に行きます さあ三重県はまあ先ほど言った通りこの
[03:13:29] 9 このあたりは関西電力
[03:13:33] でまぁほとんど出ません たまにね出るんですけれどもあんまり出ないですねこっちのエリア
[03:13:42] だいたい出るのは中部電力エリア になります
[03:13:47] でえっと三重県は ダイヤいきましょうか
[03:13:53] 三重県のダイヤはこれ初めて出てくるかな
[03:13:57] 切れ目がここどこ2箇所あって 時計周りに同じ大きさのダイヤが2つあります
[03:14:05] でこれさっきどっかに似た形なかったというふうに思われるかもしれませんが 似た形があったのが
[03:14:13] 三重県ですね ただ三重県のダイヤは半時計回りですね
[03:14:18] こことここに切れ目があって半時計回りにこう 2個同じの組み合わせてって感じです
[03:14:26] 三重県のダイヤはこうですね こことここに切れ目があって時計周りに2個組み合わせて
[03:14:34] ので若干違いますこのねー 向きっていうのがわずかな違いなんですけど
[03:14:41] 県を当てる上ではかなり大事になってくるので このあたりも詳細に覚えていくと必要がありますね
[03:14:50] というのが三重県のダイヤです 三重県はバス停が
[03:14:56] 覚えやすいバス停があります こちらです
[03:15:01] 三重交通なんです けれど8そうですね三重交通のバス停なんですが
[03:15:08] こういう緑色 してて
[03:15:13] こういうんだったら 黄緑と濃い緑の2色があってっていうこういうバス停
[03:15:20] これは 三重交通のバス停です
[03:15:25] まあ結構遠くからでも認識しやすいカラーですね なので覚えるといいかもしれん自分が最初に覚えたバス停が三重交通だったかな
[03:15:35] って思います
[03:15:38] であとはまあ マイナーよりなんですが
[03:15:44] 三重県のガードレール特徴がある場合がありますというのはこちら 何が特徴があるかというとこの黄色テープが太いですね
[03:15:55] 先ほど福島県で は
[03:15:59] あそうですね先ほど福島県で紹介したのはこれ 細いこれが通常よくあるやつですね全国的になんですけど三重県には
[03:16:09] こういう 極太の
[03:16:13] 黄色テープ っていうのがあります
[03:16:17] おそらく三重県より東には ないと言ったら嘘になりますけど
[03:16:25] あんまりないかな そもそもこの太い黄色テープっていうのがかなり限られてるんですが
[03:16:31] 三重県
[03:16:34] カンス a チューブで黄色でこれだと
[03:16:40] 三重県かなって感じがしますね 難しいですねガードレールは100%っていう
[03:16:47] 風に言うことはできないので難しいんですよ そして最後ですねまあめちゃくちゃマニアック今までに1回しか出たことがないんです
[03:16:55] けど 三重県に
[03:16:57] 飛ばしですねこと橋があるんですけど飛ばしの 離島がですねこのあたりに島があるんですけど
[03:17:03] ここ車が変わっています 変わった車があってこんな感じですね
[03:17:11] ここに何か見えてますねグレーのが見えてて
[03:17:16] そうですねこういう感じで グレーのが見えててアンテナがあります方ある逆方あるですね
[03:17:24] カタールは左側にアンテナがあるんですが 三重県は右側に短いアンテナがあります
[03:17:32] 今までに1回しか見たことがない車なんですけど こういう車があったら
[03:17:39] 飛ばしの置き合いの島 ですね
[03:17:44] という感じです もしかしたらこのあたりの島も
[03:17:51] そうだったりするのかもしれないですがトレッカー ですね
[03:17:55] この点の島も変われ違うみたいですが トレッカーということで愛知県ですが
[03:18:03] まあこういう車は ここだけかなぁ
[03:18:06] わからないですが右側にアンテナが短いアンテナが あるっていうのが
[03:18:11] 特徴の車です ということで三重県は以上で市外局番
[03:18:18] ほぼ全域で059ですね まあ一部このあたり若山から渋出てるの
[03:18:25] がありますがだいたい059になります
[03:18:34] ということで 疲れてきましたさすがに
[03:18:39] でもまだ半分とかですもんね都道府県 解説だと
[03:18:47] じゃあ続いては北陸電力富山県に行きます
[03:18:56] 富山県の まずダイヤ行きます富山県のダイヤは初登場ですね
[03:19:04] はい 半時計回りに長い短い長い短い
[03:19:09] この組み合わせどっかで見なかったっけ っていうふうに思うかもしれないんですが
[03:19:13] それは新潟県にありました けど
[03:19:18] 新潟県のダイヤは逆ですね時計回りに こう長い短い長い短い
[03:19:23] 富山県は 半時計回りに長い短い長い短い
[03:19:29] この形ですね これが富山県のダイヤになります
[03:19:35] 他使われているのはどこですかねあるかと 思いますが
[03:19:40] このダイヤで 雪が降りそうな景色っていうのは雪国で
[03:19:45] このダイヤ使ってるのは富山県だけですね
[03:19:51] で富山県のスノーポールがあります まあそれは嘘です
[03:19:56] そのことないか 富山県のスノーポールは
[03:20:00] ここに赤い線が巻いてあります で
[03:20:04] この赤い線が巻いてあるのって実は福井県にも似たのがあるんですけど まあ福井県との違いとしてはこの上の部分ですね
[03:20:13] 上のば伸ばせるんですけどここに
[03:20:17] 反射板がついているかどうかっていうところ どうでチェックしますけどこれですね福井県の
[03:20:26] 福井県でよく見るのはここに丸っこい 反射板みたいなのがついててここ赤テープあって
[03:20:33] 富山県ぽいですけど こっちはこの上に
[03:20:39] 丸っこいのが一つしかなくて2個目の丸がついてないんですよね っていうのが富山ぽいかなっていう感じなんですが実際どうなんでしょうか
[03:20:48] そういう感じがしますね
[03:20:52] っていうのが富山県のスノーポールです そして
[03:20:56] 富山県ですね 特徴がありまして
[03:21:01] 先ほどねこの番号 北陸電力が番号を使えるよって話したんですがまぁそれはちょっともう
[03:21:08] ちょっとして言うんですけど こちらですね黄色いプレートがついていますこれが
[03:21:15] 北陸電力でこの黄色のプレートがついているのはこの富山市 もしくは
[03:21:21] 高岡市 どちらかしかないです
[03:21:27] ようわからんになったようわからんですよねいろんなパターンありますのでスノーポール 北陸電力でこの黄色プレートがついてたら富山市か高岡市の2択になります
[03:21:38] 石川県とか福井県には一切存在しないですね なのでもうこのこれだけでどっちかって絞ることができちゃいます
[03:21:50] はいであとは 富山県のちょっともう1個紹介したいのがあるんですが景色ですね典型的な景色
[03:22:00] 富山県の典型的な景色がこういう感じですね めちゃくちゃ平で
[03:22:13] 雪山とかが山が見える山雪山が見える で田んぼが広がっている
[03:22:21] で屋根ですね 屋根がめっちゃ真っ黒
[03:22:26] こっちも真っ黒 向こうも真っ黒全部真っ黒だよね
[03:22:30] 河原屋根しかない さっきで東北道だと
[03:22:34] なんか河原屋根は北に行くと少ないって言ったんですが えっと
[03:22:41] 富山県とかまで来るとほぼほぼ全部河原屋根になります
[03:22:48] しかも真っ黒っていうのが特徴で で家も所々にポツンポツンってね
[03:22:54] ほらここ一軒存在して隣とはかなり離れてる ここも一軒存在してここも一軒存在してるけど
[03:23:01] まとまって集落になってないという感じ 山村になってますね
[03:23:07] これが富山県の特徴です 典型的な景色ですね
[03:23:18] というのが富山県でした で市街局版は富山県は076を使ってるんですが
[03:23:25] 石川県も076です 富山県は076、3から6ですね
[03:23:33] 具体的にこの順が0763、64、65で66になります
[03:23:42] 3から6、3、4、5、6、4桁目です でさらに先ほど紹介した
[03:23:51] これですねプレートの番号を使えるよって話ですね この一桁目を紹介していきます
[03:23:57] 一桁目0なら富山市の周辺です 0
[03:24:02] 1が秘密市とか高岡市 1
[03:24:07] 2がなんとしとなみ市 3が魚津市とか黒部市
[03:24:14] 0、1、2、3という配置に最初の一桁目がなっております 北陸電力はこの番号を覚えるのは結構必須だったりしますね
[03:24:27] 一桁目0、1、2、3です 以上が富山県です
[03:24:37] ということで石川県いきます 石川県も結構富山県に似てる景色はあるんですけど
[03:24:44] インフラとかそのあたりが インフラというのか
[03:24:47] そのあたりがなんかかなり違っていますね富山県とは で似てるのは茨城県ですね
[03:24:56] 茨城県とほとんど同じです石川県のそのあたりは 景色は違うんですけど標識とかがですね
[03:25:04] 見てもらうとわかるんですけれども
[03:25:08] はい石川県の標識は 余裕和鉛メッキ
[03:25:13] でまぁここに三本線とかあったりしますけど 茨城県と同様にこれちょっとないんですが
[03:25:23] ないけど そうですねこういう黄色の線が入っている
[03:25:27] 茨城県みたいですね で
[03:25:30] なんですけど後ろにシールが貼ってあります標識裏 まあこれは茨城県にはなかったですね
[03:25:39] まあ100%じゃないですけど貼ってあることがあります であと
[03:25:44] そうですねこの茨城県みたいな三本線がある でこういう長野県とか福島県で言った茶色のやつが
[03:25:52] 体感石川県でも多いですね
[03:25:57] というのが石川県の標識の特徴だと止まれか 石川県の止まれは茨城県と同じタイプです
[03:26:07] とは普通間が丸いですねここ丸くなっています ではここに隙間があります
[03:26:14] 茨城県と 今まで出てきたんだと茨城県と同じタイプですね
[03:26:19] 新潟県はさらにここが右肩上がりになってましたが 石川県は
[03:26:26] 横ですね
[03:26:29] 若干猫のこの道の感じ見ると長岡あって思っちゃうかもしれないんですけど 日本海側は結構こういう感じになって
[03:26:38] まあ止まれで石川標識も石川 感じにできますね
[03:26:44] というのが石川標識止まれで 石川の建築いきます
[03:26:50] で先ほど紹介したように石川県は富山県同様に 全体的に言うと黒い屋根が
[03:26:58] よくありますこの時とか黒い屋根なんですが よく見るとオレンジの屋根がかなり多いですね
[03:27:06] これパッと見まあ一番有名なので言うと石州河原島根県とか 広島県に多いオレンジ色の河原屋根
[03:27:13] 石州河原っていう風に思うかもしれないんですが 実はこの石川県の
[03:27:20] 南部の加賀とか小松このエリアはこういう オレンジ色の河原屋根が多いエリアです
[03:27:29] のでオレンジの河原ってだけで中国地方って決めつけるのはかなり危険ですね 電柱もろもろ見てどうしようもなかったら中国地方に行ったらいいと思いますが
[03:27:42] まあとにかくオレンジ色の河原を見てもすぐには中国地方に行かない方がいいですね
[03:27:51] こういう河原屋根が あるエリアが他にもあるので要注意です
[03:27:58] というのがこのエリア加賀小松エリアでした そして石川県のダイヤですね
[03:28:09] 石川県のダイヤは細いダイヤです でしかも時計回りなのでこことここに切れ目があって時計回り
[03:28:17] これは三重県のダイヤの細い版ですね 三重県はこれの通常の大きさでしたが石川県は細いです
[03:28:27] 時計回り
[03:28:31] で最後に石川県のまあ景色と言いますか紹介しますけれども
[03:28:37] まあブルーシートですね2024カバレッジなんですけれども まあ至るところにブルーシートが
[03:28:45] あってあります で河原屋根はめちゃくちゃ黒いっていうところで
[03:28:51] のと半島 って感じですね
[03:28:55] 2024カバレッジに限るんですが
[03:29:01] のと半島って感じですね でまぁのと半島もう一個実は当て方があって
[03:29:07] うおっと
[03:29:13] めちゃくちゃ古いカバレッジ2014年の カバレッジなんですけどなんか全体的に
[03:29:18] もやがかかってる感じ
[03:29:21] こういうブラーがかかってる感じなんか なんだろうなっていう感じなんとも言えない
[03:29:28] ですけどなんかブラーがかかっている感じ
[03:29:32] がこれ2014カバレッジでのと半島によくあります でものと半島はがしばらく
[03:29:41] 更新されてなかったんですよね2023までかな だいたいのエリアは
[03:29:47] なので未だにこのジェン3の もやーってしたブラーが残っているところがあります
[03:29:55] でジェン4に入ると通常の 感じの景色になります
[03:30:00] あるんですけど
[03:30:02] 2014カバレッジだとこのブラがかかっている感じ 一部でもまあ多分まだ残っていると思いますので上書きされず
[03:30:12] しばらくかあの入ってなかったのでこの景色がずっと残っているというのがノト半島 ですね
[03:30:20] というのがノト 石川県のまあ基本的な当て方で市街局版は先ほど言った通り076
[03:30:28] なんですけど 4桁目が1
[03:30:33] 2
[03:30:36] 7 8って感じですね
[03:30:38] なので4 076で4桁目が12345678って感じになります
[03:30:49] まあそうですね4桁目が結構大事になってきますねこのエリアになってくると
[03:30:56] であと北陸電力の人桁目電柱プレートの人桁目は 金沢市周辺が4
[03:31:05] で 7推しとか
[03:31:09] しか町とこの辺りが5 でのと半島こっち先端のが6
[03:31:15] で7が小松市とかがし 456
[03:31:22] 7って感じになります 電柱番号は覚えるとめちゃくちゃ強いので
[03:31:30] 覚えましょう
[03:31:33] では続いて福井県いきます
[03:31:37] 福井県の 標識いきます福井県は
[03:31:44] 先ほど紹介したように石川県みたいにですね まあちょい茶色ポールが多いんですけど
[03:31:50] どういうとこで見分けるかっていうと 標識裏ですね標識裏が f リブになっています
[03:31:57] 石川県はないですねリブなしです でさらにシールが貼ってあるっていうことで
[03:32:04] まあえっと北陸でシールが貼ってあったらまあ 福井か石川になるんですが
[03:32:10] それでも f リブだったらもう 福井一択かな感じがします
[03:32:17] これが福井県の標識で
[03:32:21] 9位
[03:32:24] しきますか 福井県でよくある外区表示版を紹介します
[03:32:29] がこちらですこれはも全国でも福井県にしか 存在しません
[03:32:34] この真っ黒で 赤線が入ってて
[03:32:39] なんかここに地図が書いている これはも全国どこを調べてもなくて
[03:32:46] 福井県限定になります この外区表示版ですねまあ黒いっていう
[03:32:52] ところ を覚えるといいと思います
[03:32:57] でさらに福井市マンホール紹介します
[03:33:01] 福井市のマンホールは こういうなんだろうね
[03:33:05] 鳥ですかね 鳥が飛んでるこっちに取りこっちに取り
[03:33:09] みたい 感じのマンホールになっています
[03:33:13] で鳥でなんかこう スッスってなっちゃう感じ
[03:33:18] ですね 福井市だけじゃなかった福井市だけでしたっけ
[03:33:25] ねどうでしたっけまあ福井ですねあれ見たら もう完全に福井だと
[03:33:29] いうことです
[03:33:33] まあこれがまあ福井ですね 若干似てるのが岐阜にもありますけど
[03:33:40] まあこういうこういうマンホール
[03:33:44] マンホールはもうそのまま覚えるのが一番 いいかと思いますので
[03:33:51] はい これ覚えましょう
[03:33:55] で福井県のそのボール先ほど紹介したように 赤線が書いてあって
[03:34:02] パッと見富山県ぽいんですがおそらくここに 2個目のがついているこっちだけだったんですけど富山県は
[03:34:11] こっちについているのもしか福井県 確定なのかな
[03:34:16] 福井県でよく見るんじゃないかなっていう感じが します
[03:34:20] まあ赤線が入ってあるので入ってある時点で まあ福井は富山に絞っちゃっていい
[03:34:26] かな って思います
[03:34:31] で最後福井県の建築紹介します 福井県は
[03:34:37] 屋根がですねさっきまでとは変わって こういう屋根グレーですねめっちゃグレー
[03:34:43] 濃いグレーって感じ の屋根が多くて黒屋根
[03:34:47] まあありますがそこまで多くないかな 全体的にこういうグレーぽい屋根
[03:34:55] が多く広がっています北陸の中でこういう グレーが見たらやっぱ
[03:35:00] 福井っぽいなっていう感じがしますね というのが福井県
[03:35:06] の 全体の特徴で
[03:35:10] a 棟
[03:35:15] ですけど少々お待ちください まあ一部先ほど言ったように鶴ヶ市
[03:35:22] より西側こっちのエリアは関西電力です けど
[03:35:28] 関西電力なんですが 電柱のプレートが
[03:35:34] 実は違っていてこれですね 関西電力のまず縦プレートがあるんです
[03:35:41] けどそれプラス横のプレートがあります この
[03:35:45] 長方形の縦プレートプラス 横プレート白島の幅が違う
[03:35:52] 何ですかそうなんですか そこまではわからなかった
[03:35:58] この 縦プレートと横プレート両方長方形の
[03:36:02] プレートがあるっていうのは全国の中でも 福井県のまあ西部にしか存在しないですね
[03:36:08] この配置これだけで福井県西部いけます
[03:36:13] 両用でめちゃくちゃこれピンポインタブルな やつですね
[03:36:20] のでこれもまあ必修かな と思います
[03:36:25] で8まあ北陸電力圏内だと 福井市周辺このあたりが8
[03:36:33] で9がまあ越前市とか鶴ヶ市とか 大野市とか
[03:36:39] になります 8
[03:36:41] 9がここ って感じですね
[03:36:47] 9が結構範囲が広いのでまぁ2桁目とか覚える とより強いんですけど今回は省略します
[03:36:53] で市街局版は全域で077なんですが 077は実はめちゃくちゃ点在してて京都も
[03:37:01] 077があって 8福井市では鶴ヶ西鶴ヶから西は
[03:37:08] 0770 福井市0776
[03:37:14] 越前市0778 で大野の方が0779ということで4桁目が
[03:37:21] 0 6
[03:37:24] 8 9って感じになってますね
[03:37:28] まあかなり覚えづらいですね
[03:37:33] まあ077がこのあたり076はこっち っていうあたりを
[03:37:38] 覚えましょう
[03:37:42] さあ なんか本当に終わるのかって感じになって
[03:37:46] きました
[03:37:48] 続いては 市がっけるななななは魔境
[03:37:53] 魔境すぎますよねめちゃくちゃ魔境です 077
[03:37:56] あのもう初心者をね市街局版覚えるぞ っていう気が伏せますよね東日本は割と
[03:38:05] 県ごとにまとまってるんですが西はだいぶ ぐちゃぐちゃになってます特に関西エリア
[03:38:12] めちゃくちゃ難しいですね
